fighter_name,Height,Weight,Reach,Stance,DOB
Frank Megallon,"5' 10""",185 lbs.,,Southpaw,
Frank Mir,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979"
Frank Shamrock,"5' 10""",185 lbs.,,Orthodox,"Dec 08, 1972"
Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972"
Frankie Edgar,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981"
Frankie Perez,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989"
Frankie Saenz,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980"
Fred Ettish,"6' 0""",180 lbs.,,Southpaw,
Frederick Brown,"6' 0""",235 lbs.,,,
Fredson Paixao,"5' 6""",145 lbs.,"66""",Orthodox,"May 13, 1979"
Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979"
Gabe Lemley,"5' 8""",155 lbs.,,Orthodox,
Gabe Ruediger,"5' 10""",155 lbs.,,Orthodox,"Aug 29, 1977"
Gabriel Benitez,"5' 8""",145 lbs.,"71""",Southpaw,"Jun 15, 1988"
Gabriel Carrasco,"5' 6""",135 lbs.,,,
Gabriel Checco,"6' 1""",185 lbs.,,Switch,"Apr 03, 1986"
Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979"
Gabriel Miglioli,"5' 8""",170 lbs.,,,
Gabriel Salinas-Jones,"6' 1""",245 lbs.,,,"Nov 20, 1984"
Gabriel Silva,"5' 6""",135 lbs.,,,"Aug 26, 1994"
Gabrielle Holloway,"5' 3""",145 lbs.,,,"Apr 15, 1990"
Gadzhimurad Antigulov,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987"
Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982"
Gan McGee,"6' 10""",265 lbs.,,Orthodox,"Nov 20, 1976"
Gareth Joseph,,205 lbs.,,,
Garett Whiteley,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980"
Garreth McLellan,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982"
Garrett Gross,"5' 9""",155 lbs.,"69""",Orthodox,"Aug 08, 1988"
Garrett Mueller,"5' 9""",135 lbs.,,,"Jan 29, 1989"
Gary Frazier,"6' 0""",245 lbs.,,Orthodox,
Gary Goodridge,"6' 3""",249 lbs.,,Orthodox,"Jan 17, 1966"
Gary Padilla,"5' 11""",205 lbs.,,,"May 04, 1980"
Gary Quan,"5' 8""",143 lbs.,,,"Apr 11, 1971"
Gary Tapusoa,"5' 7""",185 lbs.,,,
Gasan Umalatov,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982"
Gaston Reyno,"6' 0""",145 lbs.,,,"Nov 11, 1986"
Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986"
Geane Herrera,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990"
Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985"
Genki Sudo,"5' 9""",155 lbs.,,Orthodox,"Mar 08, 1978"
Gennaro Strangis,,,,,
Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990"
George Allen,"6' 2""",205 lbs.,,Open Stance,"Jan 13, 1967"
George Bush,"6' 1""",205 lbs.,,,
George Pacurariu,"5' 7""",135 lbs.,,,"Jul 28, 1984"
George Roop,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981"
George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977"
George Stork,"5' 10""",185 lbs.,,,
George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981"
George Zuniga,"5' 9""",185 lbs.,,,
Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981"
Georgi Karakhanyan,"5' 8""",145 lbs.,,,"May 29, 1985"
Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979"
Gerald Meerschaert,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987"
Gerald Strebendt,"5' 9""",155 lbs.,,Orthodox,"Mar 01, 1979"
Geraldo de Freitas,"5' 9""",135 lbs.,"72""",Orthodox,"Sep 30, 1991"
Gerard Gordeau,"6' 5""",216 lbs.,,Orthodox,"Mar 30, 1959"
Germaine de Randamie,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984"
Geronimo dos Santos,"6' 3""",264 lbs.,,Orthodox,"Aug 17, 1980"
Gerric Hayes,"5' 10""",,,,
Gerry Harris,"6' 8""",270 lbs.,,Orthodox,
Gesias Cavalcante,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983"
Geza Kalman,"6' 1""",200 lbs.,,,
Giacomo Lemos,"6' 3""",255 lbs.,,,"Jun 23, 1989"
Gian Villante,"6' 3""",205 lbs.,"76""",Orthodox,"Aug 18, 1985"
Gideon Ray,"5' 10""",185 lbs.,,Southpaw,"May 27, 1973"
Giga Chikadze,"6' 0""",145 lbs.,"72""",Orthodox,"Aug 25, 1988"
Gil Castillo,"5' 9""",170 lbs.,,Southpaw,"Oct 21, 1965"
Gilbert Aldana,"6' 1""",250 lbs.,,Orthodox,"Aug 25, 1977"
Gilbert Burns,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 20, 1986"
Gilbert Jimenez,,155 lbs.,,,
Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982"
Gilbert Rael,"5' 8""",155 lbs.,,,
Gilbert Smith,"5' 9""",185 lbs.,"75""",Southpaw,"Oct 19, 1981"
Gilbert Yvel,"6' 2""",225 lbs.,"77""",Orthodox,"Jun 30, 1976"
Gilles Arsene,"5' 9""",190 lbs.,,Southpaw,
Gillian Robertson,"5' 5""",125 lbs.,"63""",,"May 17, 1995"
Gina Carano,"5' 8""",145 lbs.,,Orthodox,"Apr 16, 1982"
Gina Mazany,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988"
Gisele Moreira,"5' 6""",135 lbs.,,Orthodox,"Jan 14, 1981"
Glaico Franca,"6' 0""",155 lbs.,"77""",,"Feb 28, 1991"
Gleidson Cutis,"5' 9""",155 lbs.,,Orthodox,"Feb 07, 1989"
Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983"
Gleristone Santos,"5' 9""",145 lbs.,,,"Aug 20, 1988"
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979"
Godofredo Pepey,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987"
Goiti Yamauchi,"5' 10""",145 lbs.,,,"Jan 05, 1993"
Gokhan Saki,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983"
Goldman Butler,,,,,
Goran Reljic,"6' 3""",205 lbs.,"81""",Southpaw,"Mar 20, 1984"
Grant Dawson,"5' 10""",145 lbs.,"72""",Switch,"Feb 20, 1994"
Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979"
Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988"
Greg McIntyre,"5' 10""",155 lbs.,,Orthodox,"Apr 21, 1980"
Greg Nagy,"6' 1""",210 lbs.,,Orthodox,"Oct 18, 1983"
Greg Rebello,"6' 0""",240 lbs.,"73""",Southpaw,"Jun 13, 1982"
Greg Scott,"5' 9""",145 lbs.,,,
Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986"
Greg Stott,"5' 7""",220 lbs.,,Southpaw,
Greg Wilson,,155 lbs.,,,"Oct 02, 1988"
Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986"
Gregory Bouchelaghem,"6' 2""",183 lbs.,,Switch,
Grigorii Popov,"5' 7""",135 lbs.,"68""",Switch,"Apr 18, 1984"
Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979"
Guilherme Costa,,155 lbs.,,,
Guilherme Vasconcelos,"6' 0""",185 lbs.,"74""",Orthodox,"Mar 23, 1986"
Guilherme Viana,"6' 4""",205 lbs.,,,
Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988"
Gustavo Gabriel,"5' 6""",125 lbs.,,Orthodox,"Apr 01, 1994"
Guto Inocente,"6' 3""",205 lbs.,"77""",Orthodox,"May 29, 1986"
Guy Mezger,"6' 1""",200 lbs.,,Orthodox,"Jan 01, 1968"
Hacran Dias,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984"
Hakeem Dawodu,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991"
Han Ten Yun,"5' 11""",220 lbs.,,,
Hannah Cifers,"5' 1""",115 lbs.,"63""",Orthodox,"Jun 26, 1992"
Hannah Goldy,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992"
Hans Nijman,"6' 0""",250 lbs.,,Switch,"Oct 23, 1959"
Hans Stringer,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 06, 1987"
Harold Howard,"6' 2""",240 lbs.,,Orthodox,
Harris Sarmiento,"5' 9""",155 lbs.,,Orthodox,"Sep 09, 1983"
Harry Moskowitz,"6' 5""",275 lbs.,,Orthodox,
Hatsu Hioki,"5' 11""",145 lbs.,"70""",Orthodox,"Jul 18, 1983"
Haven Torres,,125 lbs.,,,
Hayato Sakurai,"5' 7""",168 lbs.,,Orthodox,"Aug 24, 1975"
Hayder Hassan,"5' 10""",170 lbs.,"70""",,"Oct 20, 1982"
He-Man Gipson,,,,,
Heath Herring,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978"
Heather Jo Clark,"5' 6""",115 lbs.,"64""",,"Sep 19, 1980"
Hector Aldana,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 17, 1988"
Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978"
Hector Ramirez,"6' 0""",205 lbs.,,Orthodox,"Mar 28, 1976"
Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986"
Hector Urbina,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987"
Helio Dipp,"6' 5""",185 lbs.,,Orthodox,
Henrique da Silva,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989"
Henry Briones,"5' 8""",135 lbs.,"69""",,"Oct 22, 1980"
Henry Cejudo,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987"
Henry Corrales,"5' 9""",145 lbs.,,,
Henry Martinez,"5' 7""",155 lbs.,"68""",Southpaw,"Aug 07, 1983"
Henry Miller,"5' 7""",270 lbs.,,Southpaw,"Jul 16, 1969"
Herman Renting,"6' 0""",215 lbs.,,Switch,
Herman Terrado,,170 lbs.,,,
Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974"
Hernani Perpetuo,"6' 0""",170 lbs.,"74""",Orthodox,"May 24, 1985"
Herschel Walker,"6' 1""",215 lbs.,,Orthodox,"Mar 03, 1962"
Hidehiko Hasegawa,"5' 9""",170 lbs.,,,"Jul 13, 1978"
Hidehiko Yoshida,"5' 11""",225 lbs.,,Orthodox,"Sep 03, 1969"
Hideo Tokoro,"5' 7""",135 lbs.,,Orthodox,"Aug 22, 1977"
Hidetaka Monma,"6' 0""",168 lbs.,,Orthodox,"Oct 23, 1973"
Hiroko Yamanaka,"5' 11""",135 lbs.,,,"Oct 24, 1978"
Hiromitsu Kanehara,"5' 10""",200 lbs.,,Orthodox,"Oct 05, 1970"
Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981"
Hiroshi Izumi,,205 lbs.,,Orthodox,"Jun 22, 1982"
Hirotaka Yokoi,"5' 11""",205 lbs.,,Orthodox,"Jun 08, 1978"
Hiroyuki Abe,"5' 6""",145 lbs.,,Orthodox,
Hiroyuki Takaya,"5' 6""",139 lbs.,,Orthodox,"Jun 10, 1977"
Hisaki Kato,"6' 0""",185 lbs.,,,"Sep 17, 1982"
Hitomi Akano,"5' 4""",135 lbs.,,Southpaw,"Jul 27, 1974"
Holly Holm,"5' 8""",145 lbs.,"69""",Southpaw,"Oct 17, 1981"
Homer Moore,"5' 10""",205 lbs.,,Orthodox,"Nov 27, 1971"
Hong Man Choi,"7' 2""",330 lbs.,,Orthodox,"Oct 30, 1980"
Horacio Gutierrez,"5' 10""",145 lbs.,"69""",,"Sep 15, 1990"
Houston Alexander,"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972"
Houston Dorr,"6' 1""",210 lbs.,,Orthodox,
Hu Yaozong,"6' 3""",205 lbs.,"72""",Orthodox,"Apr 07, 1995"
Hugh Pulley,"6' 0""",155 lbs.,,,
Hugo Duarte,"6' 0""",240 lbs.,,Orthodox,"Aug 09, 1968"
Hugo Govea,,,,,
Hugo Sandoval,,135 lbs.,,,
Hugo Viana,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982"
Humberto Bandenay,"5' 11""",145 lbs.,,Southpaw,"Sep 04, 1994"
Humberto Brown,"5' 10""",145 lbs.,"71""",,"Nov 03, 1984"
Humberto DeLeon,,135 lbs.,,,"Nov 12, 1989"
Hunter Worsham,,185 lbs.,,,
Hussain Rasouli,"5' 6""",135 lbs.,,,
Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985"
Ian Butler,"5' 8""",155 lbs.,,,
Ian Entwistle,"5' 5""",135 lbs.,"64""",Orthodox,"Nov 19, 1986"
Ian Freeman,"5' 11""",225 lbs.,,Orthodox,"Nov 10, 1966"
Ian Heinisch,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988"
Ian Loveland,"5' 8""",145 lbs.,,Orthodox,"Sep 07, 1983"
Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984"
Ian Murphy,"6' 1""",185 lbs.,,Orthodox,"Jun 14, 1985"
Ian Rammel,"6' 0""",185 lbs.,,,"Jul 22, 1985"
Ibragim Magomedov,"6' 0""",250 lbs.,,Orthodox,
Icho Larenas,"6' 3""",235 lbs.,,Orthodox,"Mar 12, 1980"
Ido Pariente,"5' 8""",155 lbs.,,Orthodox,
Idris Wasi,"6' 0""",186 lbs.,,,"Dec 11, 1989"
Igor Araujo,"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980"
Igor Borisov,"6' 0""",235 lbs.,,Orthodox,
Igor Gracie,"5' 11""",170 lbs.,,,"Feb 04, 1980"
Igor Pokrajac,"6' 0""",205 lbs.,"76""",Orthodox,"Jan 02, 1979"
Igor Vovchanchyn,"5' 8""",205 lbs.,,Orthodox,"Aug 06, 1973"
Igor Zinoviev,"6' 1""",199 lbs.,,Orthodox,
Ikuhisa Minowa,"5' 9""",181 lbs.,,Orthodox,"Jan 12, 1976"
Ildemar Alcantara,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982"
Iliarde Santos,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 25, 1980"
Ilima Macfarlane,"5' 4""",125 lbs.,,,
Ilir Latifi,"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983"
Ilya Kotau,,170 lbs.,,,
Imani Lee,,,,Orthodox,
Ion Cherdivara,,205 lbs.,,,
Ion Cutelaba,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993"
Iony Razafiarison,"5' 3""",145 lbs.,,,"Dec 23, 1984"
Iouri Kotchkine,"6' 2""",235 lbs.,,Orthodox,
Irene Aldana,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988"
Isaac Vallie-Flagg,"5' 8""",155 lbs.,"68""",Orthodox,"Apr 08, 1978"
Isaiah Hill,"5' 10""",155 lbs.,,,
Isao Kobayashi,"5' 8""",145 lbs.,,,"Oct 28, 1988"
Islam Makhachev,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991"
Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996"
Israel Adesanya,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989"
Israel Albuquerque,,185 lbs.,,Orthodox,
Israel Delgado,"5' 10""",155 lbs.,,,
Israel Giron,"5' 8""",155 lbs.,,,"Jan 16, 1974"
Issac DeJesus,,145 lbs.,,,
Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984"
Iuri Alcantara,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980"
Ivan Cole,"5' 9""",135 lbs.,,,"Nov 30, 1990"
Ivan Jorge,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980"
Ivan Lopez,"5' 6""",135 lbs.,,Southpaw,
Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982"
Ivan Salaverry,"6' 0""",185 lbs.,,Orthodox,"Jan 11, 1971"
Ivan Serati,"6' 0""",205 lbs.,,Orthodox,
Ivan Shtyrkov,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988"
Izabela Badurek,"5' 5""",115 lbs.,,Orthodox,"Jul 11, 1991"
J.T Taylor,"5' 10""",,,,
JC Cottrell,"5' 9""",155 lbs.,"71""",Orthodox,"Nov 04, 1989"
JJ Aldrich,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 29, 1992"
JJ Ambrose,"5' 10""",170 lbs.,,Orthodox,
JJ Okanovich,"5' 11""",155 lbs.,,,"Nov 04, 1990"
JP Buys,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 30, 1996"
JP Felty,,170 lbs.,,,"Apr 28, 1979"
JR Coughran,"5' 6""",145 lbs.,"71""",Orthodox,"May 17, 1994"
JW Wright,,130 lbs.,,,"Jan 12, 1976"
Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979"
Jack Hermansson,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988"
Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989"
Jack May,"6' 8""",255 lbs.,"79""",Switch,"Apr 14, 1981"
Jack McGlaughlin,,,,Orthodox,
Jack Morrison,"5' 11""",205 lbs.,,,
Jack Nilson,,,,,
Jack Shore,"5' 9""",135 lbs.,,,"Feb 06, 1995"
Jackie Lee,,,,,
Jacob Kilburn,"5' 9""",145 lbs.,"71""",Orthodox,"Jun 28, 1995"
Jacob Noe,,205 lbs.,,,
Jacob Rosales,"5' 11""",155 lbs.,,Orthodox,"Jul 28, 1995"
Jacob Volkmann,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980"
Jadson Costa,"5' 7""",155 lbs.,,Orthodox,
Jae Suk Lim,"5' 9""",170 lbs.,,Orthodox,"Nov 09, 1979"
Jaime Alvarez,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988"
Jaime Jara,"6' 1""",205 lbs.,,Southpaw,"Aug 02, 1969"
Jaimee Nievera,"5' 5""",125 lbs.,,Orthodox,"Oct 28, 1984"
Jairzinho Rozenstruik,"6' 4""",242 lbs.,"78""",Orthodox,"Mar 17, 1988"
Jake Collier,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 25, 1988"
Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985"
Jake Hecht,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 09, 1984"
Jake Lindsey,"5' 11""",155 lbs.,"71""",Switch,"Jun 21, 1986"
Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994"
Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984"
Jake Rosholt,"6' 1""",185 lbs.,,Orthodox,"Feb 09, 1982"
Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979"
Jakob Lovstad,"6' 3""",205 lbs.,,Orthodox,
Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995"
Jamahal Hill,"6' 4""",250 lbs.,,,"May 19, 1991"
Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989"
Jameel Massouh,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984"
Jamelle Jones,"6' 0""",205 lbs.,"75""",Orthodox,"Jan 31, 1988"
James Barnes,"5' 8""",145 lbs.,,,
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989"
James Gabert,,178 lbs.,,,
James Giboo,"5' 11""",170 lbs.,,Orthodox,"Jan 06, 1978"
James Gray,"5' 9""",135 lbs.,,Orthodox,"Oct 25, 1987"
James Hammortree,"6' 3""",185 lbs.,,Orthodox,"Nov 29, 1983"
James Head,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984"
James Irvin,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 12, 1978"
James Krause,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986"
James Lee,"5' 11""",205 lbs.,,Southpaw,"Sep 22, 1973"
James McSweeney,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980"
James Moontasri,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988"
James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988"
James Reese,"5' 9""",155 lbs.,,,"Dec 21, 1980"
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981"
James Terry,"5' 10""",170 lbs.,,Orthodox,"Mar 16, 1981"
James Thompson,"6' 5""",265 lbs.,,Orthodox,"Dec 16, 1978"
James Toney,"5' 9""",220 lbs.,,Orthodox,"Aug 24, 1968"
James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987"
James Wade,"5' 10""",205 lbs.,,,
James Wallace,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 17, 1992"
James Wilks,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978"
James Zikic,"6' 2""",205 lbs.,,Orthodox,"Mar 01, 1977"
Jamie Colleen,"5' 3""",115 lbs.,"65""",Orthodox,"Nov 02, 1985"
Jamie Houston,,185 lbs.,,,
Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989"
Jamie Pickett,"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988"
Jamie Varner,"5' 8""",155 lbs.,"72""",Orthodox,"Oct 12, 1984"
Jamie Yager,"6' 1""",185 lbs.,,Orthodox,"Nov 29, 1983"
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983"
Jan Finney,"5' 8""",135 lbs.,,Orthodox,
Jan Nortje,"6' 1""",310 lbs.,,Southpaw,"Apr 11, 1975"
Janay Harding,,135 lbs.,,,
Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984"
Jared Chaffee,"5' 10""",155 lbs.,,,"Dec 15, 1984"
Jared Gordon,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 06, 1988"
Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982"
Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988"
Jared Rollins,"5' 9""",170 lbs.,,Orthodox,"Jan 26, 1977"
Jared Rosholt,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986"
Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983"
Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993"
Jarrod Kwitty,"5' 8""",185 lbs.,,,
Jason Black,"5' 8""",155 lbs.,,Orthodox,"Jul 15, 1972"
Jason Blackford,,,,,
Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975"
Jason Butcher,"6' 3""",185 lbs.,,,"Oct 23, 1984"
Jason Day,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981"
Jason DeLucia,"5' 11""",190 lbs.,,Southpaw,"Jul 24, 1969"
Jason Dent,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980"
Jason Fairn,"6' 1""",230 lbs.,,,
Jason Freeman,"6' 2""",225 lbs.,,,"Sep 02, 1976"
Jason Gilliam,"6' 0""",170 lbs.,,Orthodox,
Jason Glaza,"6' 0""",230 lbs.,,,
Jason Godsey,"6' 2""",230 lbs.,,Orthodox,
Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990"
Jason Guida,"5' 10""",214 lbs.,,,"Aug 04, 1977"
Jason High,"5' 8""",155 lbs.,"71""",Southpaw,"Oct 12, 1981"
Jason Ireland,"5' 9""",161 lbs.,,Southpaw,"Dec 30, 1979"
Jason Jackson,"6' 1""",170 lbs.,"78""",Orthodox,"Oct 30, 1990"
Jason Knight,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992"
Jason Lambert,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975"
Jason MacDonald,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975"
Jason McLean,"5' 5""",145 lbs.,,,
Jason Medina,"5' 9""",180 lbs.,,,
Jason Miller,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 24, 1980"
Jason Novelli,"6' 0""",155 lbs.,"75""",Orthodox,"Jun 08, 1979"
Jason Reinhardt,"5' 6""",135 lbs.,,Orthodox,"Oct 31, 1969"
Jason Riley,"6' 6""",245 lbs.,,,"Sep 22, 1975"
Jason Saggo,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985"
Jason Sharp,,205 lbs.,,,
Jason Suttie,"6' 0""",210 lbs.,,Orthodox,"Aug 07, 1973"
Jason Tan,"5' 10""",170 lbs.,,Orthodox,"Dec 17, 1981"
Jason Thacker,"5' 10""",185 lbs.,,Orthodox,"Aug 18, 1975"
Jason Von Flue,"6' 0""",170 lbs.,,Orthodox,"Aug 01, 1975"
Jason Young,"5' 9""",145 lbs.,"73""",Orthodox,"Jun 28, 1986"
Javi Alanis,"5' 6""",135 lbs.,,,
Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977"
Javy Ayala,"6' 1""",265 lbs.,,,"Aug 20, 1988"
Jay Bogan,,145 lbs.,,,
Jay Cucciniello,"5' 7""",155 lbs.,,Orthodox,"Jul 23, 1986"
Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976"
Jay Silva,"6' 2""",185 lbs.,,Southpaw,
Jean Francois Lenogue,"6' 0""",185 lbs.,,Orthodox,"Nov 29, 1972"
Jean Silva,"5' 6""",160 lbs.,,Orthodox,"Oct 08, 1977"
Jeff Bedard,"5' 6""",145 lbs.,,Orthodox,"Feb 06, 1970"
Jeff Cox,"5' 10""",155 lbs.,,Orthodox,"Aug 02, 1968"
Jeff Crotty,,155 lbs.,,,
Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977"
Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978"
Jeff Hughes,"6' 2""",250 lbs.,"78""",Orthodox,"May 17, 1988"
Jeff Joslin,"6' 0""",170 lbs.,,Orthodox,"Apr 30, 1975"
Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971"
Jeff Newton,"6' 2""",205 lbs.,,Sideways,"Dec 11, 1966"
Jeff Terry,"6' 2""",205 lbs.,,,
Jeimeson Saudino,"5' 6""",135 lbs.,,,"Mar 05, 1991"
Jenel Lausa,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988"
Jenna Castillo,"5' 2""",125 lbs.,,,"May 05, 1982"
